gene,in_screen,non_growing_m63,amino_acid_biosynthesis_eco01230,wider_biosynthesis_set,in_eco01230,in_eco01240,in_eco00230,in_eco00240
ydcr,True,False,False,False,False,False,False,False
ydcs,True,False,False,False,False,False,False,False
ydct,True,False,False,False,False,False,False,False
ydcu,True,False,False,False,False,False,False,False
ydcv,True,False,False,False,False,False,False,False
ydcw,True,False,False,False,False,False,False,False
ydcx,True,False,False,False,False,False,False,False
ydcy,True,False,False,False,False,False,False,False
ydcz,True,False,False,False,False,False,False,False
ydda,True,False,False,False,False,False,False,False
yddb,True,False,False,False,False,False,False,False
ydde,True,False,False,False,False,False,False,False
yddg,True,False,False,False,False,False,False,False
yddh,True,False,False,False,False,False,False,False
yddj,True,False,False,False,False,False,False,False
yddk,True,False,False,False,False,False,False,False
yddl,True,False,False,False,False,False,False,False
yddm,True,False,False,False,False,False,False,False
yddv,True,False,False,False,False,False,False,False
yddw,True,False,False,False,False,False,False,False
ydea,True,False,False,False,False,False,False,False
ydee,True,False,False,False,False,False,False,False
ydeh,True,False,False,False,False,False,False,False
ydei,True,False,False,False,False,False,False,False
ydej,True,False,False,False,False,False,False,False
ydek,True,False,False,False,False,False,False,False
ydem,True,False,False,False,False,False,False,False
yden,True,False,False,False,False,False,False,False
ydeo,True,False,False,False,False,False,False,False
ydep,True,False,False,False,False,False,False,False
ydeq,True,False,False,False,False,False,False,False
yder,True,False,False,False,False,False,False,False
ydes,True,False,False,False,False,False,False,False
ydet,True,False,False,False,False,False,False,False
ydeu,True,False,False,False,False,False,False,False
ydev,True,False,False,False,False,False,False,False
ydew,True,False,False,False,False,False,False,False
ydfa,True,False,False,False,False,False,False,False
ydfc,True,False,False,False,False,False,False,False
ydfd,True,False,False,False,False,False,False,False
ydfe,True,False,False,False,False,False,False,False
ydfg,True,False,False,True,False,False,False,True
ydfh,True,False,False,False,False,False,False,False
ydfi,True,False,False,False,False,False,False,False
ydfj,True,False,False,False,False,False,False,False
ydfk,True,False,False,False,False,False,False,False
ydfo,True,False,False,False,False,False,False,False
ydfp,True,False,False,False,False,False,False,False
ydfq,True,False,False,False,False,False,False,False
ydfr,True,False,False,False,False,False,False,False
ydft,True,False,False,False,False,False,False,False
ydfu,True,False,False,False,False,False,False,False
ydfv,True,False,False,False,False,False,False,False
ydfw,True,False,False,False,False,False,False,False
ydfx,True,False,False,False,False,False,False,False
ydfz,True,False,False,False,False,False,False,False
ydga,True,False,False,False,False,False,False,False
ydgc,True,False,False,False,False,False,False,False
ydgd,True,False,False,False,False,False,False,False
ydgg,True,False,False,False,False,False,False,False
ydgh,True,False,False,False,False,False,False,False
ydgi,True,False,False,False,False,False,False,False
ydgj,True,False,False,False,False,False,False,False
ydgk,True,False,False,False,False,False,False,False
ydgr,True,False,False,False,False,False,False,False
ydgt,True,False,False,False,False,False,False,False
ydha,True,False,False,False,False,False,False,False
ydhb,True,False,False,False,False,False,False,False
ydhc,True,False,False,False,False,False,False,False
ydhd,True,False,False,False,False,False,False,False
ydhf,True,False,False,False,False,False,False,False
ydhh,True,False,False,False,False,False,False,False
ydhi,True,False,False,False,False,False,False,False
ydhj,True,False,False,False,False,False,False,False
ydhk,True,False,False,False,False,False,False,False
ydhl,True,False,False,False,False,False,False,False
ydhm,True,False,False,False,False,False,False,False
ydho,True,False,False,False,False,False,False,False
ydhp,True,False,False,False,False,False,False,False
ydhq,True,False,False,False,False,False,False,False
ydhr,True,False,False,False,False,False,False,False
ydhs,True,False,False,False,False,False,False,False
ydht,True,False,False,False,False,False,False,False
ydhu,True,False,False,False,False,False,False,False
ydhv,True,False,False,False,False,False,False,False
ydhw,True,False,False,False,False,False,False,False
ydhx,True,False,False,False,False,False,False,False
ydhy,True,False,False,False,False,False,False,False
ydhz,True,False,False,False,False,False,False,False
ydia,True,False,False,False,False,False,False,False
ydib,True,False,False,False,False,False,False,False
ydid,True,False,False,False,False,False,False,False
ydie,True,False,False,False,False,False,False,False
ydif,True,False,False,False,False,False,False,False
ydih,True,False,False,False,False,False,False,False
ydii,True,False,False,False,False,False,False,False
ydij,True,False,False,False,False,False,False,False
ydik,True,False,False,False,False,False,False,False
ydim,True,False,False,False,False,False,False,False
ydin,True,False,False,False,False,False,False,False
ydio,True,False,False,False,False,False,False,False
ydip,True,False,False,False,False,False,False,False
ydiq,True,False,False,False,False,False,False,False
ydir,True,False,False,False,False,False,False,False
ydis,True,False,False,False,False,False,False,False
ydit,True,False,False,False,False,False,False,False
ydiu,True,False,False,False,False,False,False,False
ydiv,True,False,False,False,False,False,False,False
ydiy,True,False,False,False,False,False,False,False
ydiz,True,False,False,False,False,False,False,False
ydja,True,False,False,False,False,False,False,False
ydje,True,False,False,False,False,False,False,False
ydjf,True,False,False,False,False,False,False,False
ydjg,True,False,False,False,False,False,False,False
ydjh,True,False,False,False,False,False,False,False
ydji,True,False,False,False,False,False,False,False
ydjj,True,False,False,False,False,False,False,False
ydjk,True,False,False,False,False,False,False,False
ydjl,True,False,False,False,False,False,False,False
ydjm,True,False,False,False,False,False,False,False
ydjn,True,False,False,False,False,False,False,False
ydjo,True,False,False,False,False,False,False,False
ydjq,True,False,False,False,False,False,False,False
ydjr,True,False,False,False,False,False,False,False
ydjx,True,False,False,False,False,False,False,False
ydjy,True,False,False,False,False,False,False,False
ydjz,True,False,False,False,False,False,False,False
yeaa,True,False,False,False,False,False,False,False
yeab,True,False,False,False,False,False,False,False
yeac,True,False,False,False,False,False,False,False
yead,True,False,False,False,False,False,False,False
yeae,True,False,False,False,False,False,False,False
yeag,True,False,False,False,False,False,False,False
yeah,True,False,False,False,False,False,False,False
yeai,True,False,False,False,False,False,False,False
yeaj,True,False,False,False,False,False,False,False
yeak,True,False,False,False,False,False,False,False
yeal,True,False,False,False,False,False,False,False
yeam,True,False,False,False,False,False,False,False
yean,True,False,False,False,False,False,False,False
yeao,True,False,False,False,False,False,False,False
yeap,True,False,False,False,False,False,False,False
yeaq,True,False,False,False,False,False,False,False
year,True,False,False,False,False,False,False,False
yeas,True,False,False,False,False,False,False,False
yeat,True,True,False,False,False,False,False,False
yeau,True,False,False,False,False,False,False,False
yeav,True,False,False,False,False,False,False,False
yeaw,True,False,False,False,False,False,False,False
yeax,True,False,False,False,False,False,False,False
yeay,True,False,False,False,False,False,False,False
yeba,True,False,False,False,False,False,False,False
yebb,True,False,False,False,False,False,False,False
yebc,True,False,False,False,False,False,False,False
yebe,True,False,False,False,False,False,False,False
yebf,True,False,False,False,False,False,False,False
yebg,True,False,False,False,False,False,False,False
yebk,True,False,False,False,False,False,False,False
yebn,True,False,False,False,False,False,False,False
yebo,True,False,False,False,False,False,False,False
yebq,True,False,False,False,False,False,False,False
yebr,True,False,False,False,False,False,False,False
yebs,True,False,False,False,False,False,False,False
yebt,True,False,False,False,False,False,False,False
yebu,True,False,False,False,False,False,False,False
